SourceFile,FileName,Make,Model,Orientation,FNumber,ExposureProgram,ExposureTime,ISO,ApertureValue,Flash,FocalLength,DigitalZoomRatio,SceneCaptureType,ImageWidth,ImageHeight
./Note 1 Telephoto/20221024_141451(0).jpg,20221024_141451(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141432(0).jpg,20221024_141432(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141439.jpg,20221024_141439.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141438.jpg,20221024_141438.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141428.jpg,20221024_141428.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141414.jpg,20221024_141414.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141429.jpg,20221024_141429.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141338(0).jpg,20221024_141338(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141414(0).jpg,20221024_141414(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141430(0).jpg,20221024_141430(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141453(0).jpg,20221024_141453(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141459.jpg,20221024_141459.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141504.jpg,20221024_141504.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141458.jpg,20221024_141458.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141302.jpg,20221024_141302.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/13,640,1.5,No Flash,4.3 mm,2,Standard,4032,3024
./Note 1 Telephoto/20221024_141316.jpg,20221024_141316.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/13,640,1.5,No Flash,4.3 mm,2,Standard,4032,3024
./Note 1 Telephoto/20221024_141300.jpg,20221024_141300.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/13,640,1.5,No Flash,4.3 mm,2,Standard,4032,3024
./Note 1 Telephoto/20221024_141426(0).jpg,20221024_141426(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141328.jpg,20221024_141328.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141438(0).jpg,20221024_141438(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141434(0).jpg,20221024_141434(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141502(0).jpg,20221024_141502(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141330(0).jpg,20221024_141330(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141329.jpg,20221024_141329.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141339.jpg,20221024_141339.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141428(0).jpg,20221024_141428(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141436(0).jpg,20221024_141436(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141259.jpg,20221024_141259.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/13,640,1.5,No Flash,4.3 mm,2,Standard,4032,3024
./Note 1 Telephoto/20221024_141503.jpg,20221024_141503.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141459(0).jpg,20221024_141459(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141502.jpg,20221024_141502.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141310.jpg,20221024_141310.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/13,640,1.5,No Flash,4.3 mm,2,Standard,4032,3024
./Note 1 Telephoto/20221024_141304.jpg,20221024_141304.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/13,640,1.5,No Flash,4.3 mm,2,Standard,4032,3024
./Note 1 Telephoto/20221024_141338.jpg,20221024_141338.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141448.jpg,20221024_141448.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141312.jpg,20221024_141312.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/13,640,1.5,No Flash,4.3 mm,2,Standard,4032,3024
./Note 1 Telephoto/20221024_141306.jpg,20221024_141306.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/13,640,1.5,No Flash,4.3 mm,2,Standard,4032,3024
./Note 1 Telephoto/20221024_141500.jpg,20221024_141500.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141501.jpg,20221024_141501.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141313.jpg,20221024_141313.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/13,640,1.5,No Flash,4.3 mm,2,Standard,4032,3024
./Note 1 Telephoto/20221024_141449.jpg,20221024_141449.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141450.jpg,20221024_141450.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141336.jpg,20221024_141336.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141444.jpg,20221024_141444.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141323.jpg,20221024_141323.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141445.jpg,20221024_141445.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141451.jpg,20221024_141451.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141337.jpg,20221024_141337.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141447.jpg,20221024_141447.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141421(0).jpg,20221024_141421(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141335.jpg,20221024_141335.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141453.jpg,20221024_141453.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141442(0).jpg,20221024_141442(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141325(0).jpg,20221024_141325(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141308.jpg,20221024_141308.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/13,640,1.5,No Flash,4.3 mm,2,Standard,4032,3024
./Note 1 Telephoto/20221024_141334.jpg,20221024_141334.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141452.jpg,20221024_141452.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141446.jpg,20221024_141446.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141324.jpg,20221024_141324.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141442.jpg,20221024_141442.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141456.jpg,20221024_141456.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141330.jpg,20221024_141330.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141440(0).jpg,20221024_141440(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141423(0).jpg,20221024_141423(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141327(0).jpg,20221024_141327(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141335(0).jpg,20221024_141335(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141457.jpg,20221024_141457.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141331.jpg,20221024_141331.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141325.jpg,20221024_141325.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141443.jpg,20221024_141443.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141333.jpg,20221024_141333.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141455.jpg,20221024_141455.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141441.jpg,20221024_141441.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141327.jpg,20221024_141327.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141440.jpg,20221024_141440.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141326.jpg,20221024_141326.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141332.jpg,20221024_141332.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141454.jpg,20221024_141454.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141433.jpg,20221024_141433.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141427.jpg,20221024_141427.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141444(0).jpg,20221024_141444(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141456(0).jpg,20221024_141456(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141448(0).jpg,20221024_141448(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141426.jpg,20221024_141426.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141340.jpg,20221024_141340.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141432.jpg,20221024_141432.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141424.jpg,20221024_141424.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141430.jpg,20221024_141430.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141431.jpg,20221024_141431.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141425.jpg,20221024_141425.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141421.jpg,20221024_141421.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141435.jpg,20221024_141435.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141434.jpg,20221024_141434.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141436.jpg,20221024_141436.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141422.jpg,20221024_141422.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141333(0).jpg,20221024_141333(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141454(0).jpg,20221024_141454(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141446(0).jpg,20221024_141446(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141423.jpg,20221024_141423.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Telephoto/20221024_141437.jpg,20221024_141437.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Ultra-Wide/20221024_131724.jpg,20221024_131724.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131730.jpg,20221024_131730.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131718.jpg,20221024_131718.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131719.jpg,20221024_131719.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131725.jpg,20221024_131725.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131733.jpg,20221024_131733.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131727.jpg,20221024_131727.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131732.jpg,20221024_131732.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131652.jpg,20221024_131652.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/7,1600,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131736.jpg,20221024_131736.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131723.jpg,20221024_131723.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131737.jpg,20221024_131737.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131758(0).jpg,20221024_131758(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131721.jpg,20221024_131721.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131734.jpg,20221024_131734.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131708.jpg,20221024_131708.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131654.jpg,20221024_131654.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/7,1600,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131818(0).jpg,20221024_131818(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131828.jpg,20221024_131828.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131814.jpg,20221024_131814.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131800.jpg,20221024_131800.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131633.jpg,20221024_131633.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/7,1600,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131551.jpg,20221024_131551.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/8,1600,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131747.jpg,20221024_131747.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131753.jpg,20221024_131753.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131752.jpg,20221024_131752.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131746.jpg,20221024_131746.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131626.jpg,20221024_131626.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/7,1600,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131632.jpg,20221024_131632.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/7,1600,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131815.jpg,20221024_131815.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131829.jpg,20221024_131829.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131802(0).jpg,20221024_131802(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131803.jpg,20221024_131803.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131817.jpg,20221024_131817.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131630.jpg,20221024_131630.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/7,1600,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131750.jpg,20221024_131750.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131744.jpg,20221024_131744.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131745.jpg,20221024_131745.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
./Note 2 Ultra-Wide/20221024_131751.jpg,20221024_131751.jpg,samsung,SM-N970U1,Rotate 90 CW,2.2,Program AE,1/24,800,2.2,No Flash,1.8 mm,1,Standard,4608,3456
