SourceFile,FileName,Make,Model,Orientation,FNumber,ExposureProgram,ExposureTime,ISO,ApertureValue,Flash,FocalLength,DigitalZoomRatio,SceneCaptureType,ImageWidth,ImageHeight
./S20 2 Telephoto/20221024_143839.jpg,20221024_143839.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/40,400,1.8,No Flash,5.4 mm,,Standard,4032,3024
./S20 2 Telephoto/20221024_143622.jpg,20221024_143622.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/24,1000,1.8,No Flash,5.4 mm,3,Standard,4032,3024
./S20 2 Telephoto/20221024_143626.jpg,20221024_143626.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/24,1000,1.8,No Flash,5.4 mm,3,Standard,4032,3024
./S20 2 Telephoto/20221024_143815.jpg,20221024_143815.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/39,400,1.8,No Flash,5.4 mm,3,Standard,4032,3024
./S20 2 Telephoto/20221024_143829.jpg,20221024_143829.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/40,400,1.8,No Flash,5.4 mm,,Standard,4032,3024
./S20 2 Telephoto/20221024_143828.jpg,20221024_143828.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/40,400,1.8,No Flash,5.4 mm,,Standard,4032,3024
./S20 2 Telephoto/20221024_143814.jpg,20221024_143814.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/39,400,1.8,No Flash,5.4 mm,3,Standard,4032,3024
./S20 2 Telephoto/20221024_143627.jpg,20221024_143627.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/24,1000,1.8,No Flash,5.4 mm,3,Standard,4032,3024
./S20 2 Telephoto/20221024_143851(0).jpg,20221024_143851(0).jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/40,400,1.8,No Flash,5.4 mm,,Standard,4032,3024
./S20 2 Telephoto/20221024_143832(0).jpg,20221024_143832(0).jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/40,400,1.8,No Flash,5.4 mm,,Standard,4032,3024
./S20 2 Telephoto/20221024_143619.jpg,20221024_143619.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/24,1000,1.8,No Flash,5.4 mm,3,Standard,4032,3024
./S20 2 Telephoto/20221024_143843(0).jpg,20221024_143843(0).jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/40,400,1.8,No Flash,5.4 mm,,Standard,4032,3024
./S20 2 Telephoto/20221024_143625.jpg,20221024_143625.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/24,1000,1.8,No Flash,5.4 mm,,Standard,4032,3024
./S20 2 Telephoto/20221024_143816.jpg,20221024_143816.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/39,400,1.8,No Flash,5.4 mm,3,Standard,4032,3024
./S20 2 Telephoto/20221024_143820(0).jpg,20221024_143820(0).jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/40,400,1.8,No Flash,5.4 mm,,Standard,4032,3024
./S20 2 Telephoto/20221024_143817.jpg,20221024_143817.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/39,400,1.8,No Flash,5.4 mm,3,Standard,4032,3024
./S20 2 Telephoto/20221024_143624.jpg,20221024_143624.jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/24,1000,1.8,No Flash,5.4 mm,,Standard,4032,3024
./S20 2 Telephoto/20221024_143816(0).jpg,20221024_143816(0).jpg,samsung,SM-G781U1,Rotate 90 CW,1.8,Program AE,1/39,400,1.8,No Flash,5.4 mm,3,Standard,4032,3024
./Note 2 Selfie/20221024_132952.jpg,20221024_132952.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132946.jpg,20221024_132946.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132956(0).jpg,20221024_132956(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132935(0).jpg,20221024_132935(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132948(0).jpg,20221024_132948(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132947.jpg,20221024_132947.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132953.jpg,20221024_132953.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132939(0).jpg,20221024_132939(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132927(0).jpg,20221024_132927(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133006(0).jpg,20221024_133006(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132945.jpg,20221024_132945.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132951.jpg,20221024_132951.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133014(0).jpg,20221024_133014(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132950.jpg,20221024_132950.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132944.jpg,20221024_132944.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133016(0).jpg,20221024_133016(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133008(0).jpg,20221024_133008(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132940.jpg,20221024_132940.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132954.jpg,20221024_132954.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132955.jpg,20221024_132955.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132941.jpg,20221024_132941.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132957.jpg,20221024_132957.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132943.jpg,20221024_132943.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132925(0).jpg,20221024_132925(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132942.jpg,20221024_132942.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132956.jpg,20221024_132956.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132929(0).jpg,20221024_132929(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133018.jpg,20221024_133018.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132931.jpg,20221024_132931.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132925.jpg,20221024_132925.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132919.jpg,20221024_132919.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133000(0).jpg,20221024_133000(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132918.jpg,20221024_132918.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132924.jpg,20221024_132924.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132930.jpg,20221024_132930.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133019.jpg,20221024_133019.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132933(0).jpg,20221024_132933(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132950(0).jpg,20221024_132950(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132926.jpg,20221024_132926.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132932.jpg,20221024_132932.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132933.jpg,20221024_132933.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132927.jpg,20221024_132927.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132940(0).jpg,20221024_132940(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132923(0).jpg,20221024_132923(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132923.jpg,20221024_132923.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132952(0).jpg,20221024_132952(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132937.jpg,20221024_132937.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132931(0).jpg,20221024_132931(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132936.jpg,20221024_132936.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132922.jpg,20221024_132922.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133009.jpg,20221024_133009.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132934.jpg,20221024_132934.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132920.jpg,20221024_132920.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132935.jpg,20221024_132935.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133020.jpg,20221024_133020.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133008.jpg,20221024_133008.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133002(0).jpg,20221024_133002(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133005.jpg,20221024_133005.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133011.jpg,20221024_133011.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132938.jpg,20221024_132938.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132939.jpg,20221024_132939.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133019(0).jpg,20221024_133019(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133010.jpg,20221024_133010.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133004.jpg,20221024_133004.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132949(0).jpg,20221024_132949(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133012.jpg,20221024_133012.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133006.jpg,20221024_133006.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132957(0).jpg,20221024_132957(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132926(0).jpg,20221024_132926(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132945(0).jpg,20221024_132945(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132938(0).jpg,20221024_132938(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133007.jpg,20221024_133007.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133013.jpg,20221024_133013.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132947(0).jpg,20221024_132947(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133017.jpg,20221024_133017.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133003.jpg,20221024_133003.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132959(0).jpg,20221024_132959(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132955(0).jpg,20221024_132955(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132936(0).jpg,20221024_132936(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133002.jpg,20221024_133002.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133016.jpg,20221024_133016.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133000.jpg,20221024_133000.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133014.jpg,20221024_133014.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132929.jpg,20221024_132929.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133009(0).jpg,20221024_133009(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132928.jpg,20221024_132928.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133015.jpg,20221024_133015.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133001.jpg,20221024_133001.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133005(0).jpg,20221024_133005(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132932(0).jpg,20221024_132932(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132943(0).jpg,20221024_132943(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132958.jpg,20221024_132958.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133013(0).jpg,20221024_133013(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132959.jpg,20221024_132959.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133011(0).jpg,20221024_133011(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_133003(0).jpg,20221024_133003(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132949.jpg,20221024_132949.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132948.jpg,20221024_132948.jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132941(0).jpg,20221024_132941(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 2 Selfie/20221024_132953(0).jpg,20221024_132953(0).jpg,samsung,SM-N970U1,Rotate 90 CW,2.4,Program AE,1/50,400,2.4,No Flash,3.3 mm,1.23,Standard,2944,2208
./Note 1 Wide 2/20221024_135740.jpg,20221024_135740.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_140021(0).jpg,20221024_140021(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/39,640,1.5,No Flash,4.3 mm,1,Standard,4032,3024
./Note 1 Wide 2/20221024_140009(0).jpg,20221024_140009(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,640,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_135952(0).jpg,20221024_135952(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,640,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_140017(0).jpg,20221024_140017(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/39,640,1.5,No Flash,4.3 mm,1,Standard,4032,3024
./Note 1 Wide 2/20221024_135958.jpg,20221024_135958.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,640,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_135959.jpg,20221024_135959.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,640,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_135949.jpg,20221024_135949.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,640,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_140019(0).jpg,20221024_140019(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/39,640,1.5,No Flash,4.3 mm,1,Standard,4032,3024
./Note 1 Wide 2/20221024_135734(0).jpg,20221024_135734(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_140015(0).jpg,20221024_140015(0).jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,640,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_140009.jpg,20221024_140009.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,640,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_140035.jpg,20221024_140035.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,640,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_140021.jpg,20221024_140021.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/39,640,1.5,No Flash,4.3 mm,1,Standard,4032,3024
./Note 1 Wide 2/20221024_135737.jpg,20221024_135737.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_135736.jpg,20221024_135736.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_135722.jpg,20221024_135722.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 1 Wide 2/20221024_140020.jpg,20221024_140020.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/39,640,1.5,No Flash,4.3 mm,1,Standard,4032,3024
./Note 1 Wide 2/20221024_140034.jpg,20221024_140034.jpg,samsung,SM-N970U,Rotate 90 CW,1.5,Program AE,1/40,640,1.5,No Flash,4.3 mm,,Standard,4032,3024
